C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2024/01/22,17:50:09,0000000409093212,DEMAND,0000000409093040
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:00:00",TAS1,0,0.6,SATELLITE,"2023/12/01 01:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:00:00",TAS1,0,1,MEASUREMENT,"2023/12/01 01:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:00:00",TASN,0,1,MEASUREMENT,"2023/12/01 01:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:00:00",TASN,0,0.6,SATELLITE,"2023/12/01 01:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:00:00",TASS,0,1,MEASUREMENT,"2023/12/01 01:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:00:00",TASS,0,0.6,SATELLITE,"2023/12/01 01:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:00:00",VIC1,0,1,MEASUREMENT,"2023/12/01 01:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:00:00",VIC1,0,0.6,SATELLITE,"2023/12/01 01:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",NSW1,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",NSW1,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",QLD1,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",QLD1,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",QLDC,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",QLDC,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",QLDN,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",QLDN,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",QLDS,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",QLDS,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",SA1,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",SA1,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",TAS1,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",TAS1,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",TASN,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",TASN,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",TASS,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",TASS,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",VIC1,0,0.6,SATELLITE,"2023/12/01 01:50:23"
D,ROOFTOP,ACTUAL,2,"2023/12/01 01:30:00",VIC1,0,1,MEASUREMENT,"2023/12/01 01:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",NSW1,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",NSW1,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",QLD1,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",QLD1,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",QLDC,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",QLDC,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",QLDN,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",QLDN,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",QLDS,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",QLDS,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",SA1,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",SA1,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",TAS1,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",TAS1,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",TASN,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",TASN,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",TASS,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",TASS,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",VIC1,0,0.6,SATELLITE,"2023/12/01 02:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:00:00",VIC1,0,1,MEASUREMENT,"2023/12/01 02:19:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",NSW1,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",NSW1,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",QLD1,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",QLD1,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",QLDC,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",QLDC,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",QLDN,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",QLDN,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",QLDS,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",QLDS,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",SA1,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",SA1,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",TAS1,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",TAS1,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",TASN,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",TASN,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",TASS,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",TASS,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",VIC1,0,1,MEASUREMENT,"2023/12/01 02:49:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 02:30:00",VIC1,0,0.6,SATELLITE,"2023/12/01 02:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",NSW1,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",NSW1,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",QLD1,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",QLD1,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",QLDC,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",QLDC,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",QLDN,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",QLDN,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",QLDS,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",QLDS,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",SA1,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",SA1,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",TAS1,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",TAS1,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",TASN,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",TASN,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",TASS,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",TASS,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",VIC1,0,0.6,SATELLITE,"2023/12/01 03:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:00:00",VIC1,0,1,MEASUREMENT,"2023/12/01 03:19:19"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",NSW1,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",NSW1,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",QLD1,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",QLD1,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",QLDC,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",QLDC,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",QLDN,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",QLDN,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",QLDS,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",QLDS,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",SA1,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",SA1,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",TAS1,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",TAS1,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",TASN,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",TASN,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",TASS,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",TASS,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",VIC1,0,1,MEASUREMENT,"2023/12/01 03:49:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 03:30:00",VIC1,0,0.6,SATELLITE,"2023/12/01 03:50:20"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",NSW1,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",NSW1,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",QLD1,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",QLD1,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",QLDC,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",QLDC,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",QLDN,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",QLDN,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",QLDS,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",QLDS,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",SA1,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",SA1,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",TAS1,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",TAS1,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",TASN,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",TASN,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",TASS,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",TASS,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",VIC1,0,1,MEASUREMENT,"2023/12/01 04:19:14"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:00:00",VIC1,0,0.6,SATELLITE,"2023/12/01 04:20:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",NSW1,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",NSW1,0,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",QLD1,0,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",QLD1,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",QLDC,0,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",QLDC,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",QLDN,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",QLDN,0,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",QLDS,0,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",QLDS,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",SA1,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",SA1,0,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",TAS1,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",TAS1,0.385,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",TASN,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",TASN,0.091,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",TASS,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",TASS,0.293,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",VIC1,0,0.6,SATELLITE,"2023/12/01 04:50:22"
D,ROOFTOP,ACTUAL,2,"2023/12/01 04:30:00",VIC1,0,1,MEASUREMENT,"2023/12/01 04:49:16"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",NSW1,15.345,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",NSW1,59.499,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",QLD1,5.444,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",QLD1,11.454,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",QLDC,1.031,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",QLDC,0.035,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",QLDN,0,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",QLDN,0,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",QLDS,10.423,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",QLDS,5.41,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",SA1,0,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",SA1,0,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",TAS1,1.133,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",TAS1,3.587,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",TASN,1.381,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",TASN,0.567,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",TASS,2.206,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",TASS,0.566,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",VIC1,0.536,1,MEASUREMENT,"2023/12/01 05:19:13"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:00:00",VIC1,10.101,0.6,SATELLITE,"2023/12/01 05:20:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:30:00",NSW1,277.374,0.6,SATELLITE,"2023/12/01 05:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:30:00",NSW1,168.295,1,MEASUREMENT,"2023/12/01 05:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:30:00",QLD1,143.583,0.6,SATELLITE,"2023/12/01 05:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:30:00",QLD1,97.964,1,MEASUREMENT,"2023/12/01 05:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:30:00",QLDC,2.295,1,MEASUREMENT,"2023/12/01 05:49:12"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:30:00",QLDC,5.499,0.6,SATELLITE,"2023/12/01 05:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:30:00",QLDN,3.227,0.6,SATELLITE,"2023/12/01 05:50:21"
D,ROOFTOP,ACTUAL,2,"2023/12/01 05:30:00",QLDN,0.06,1,MEASUREMENT,"2023/12/01 05:49:12"
