C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2023/09/07,01:45:11,0000000396493634,DEMAND,0000000396493462
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",NSW1,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",NSW1,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",QLD1,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",QLD1,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",QLDC,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",QLDC,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",QLDN,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",QLDN,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",QLDS,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",QLDS,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",SA1,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",SA1,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",TAS1,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",TAS1,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",TASN,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",TASN,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",TASS,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",TASS,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",VIC1,0,1,MEASUREMENT,"2023/08/01 00:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 00:30:00",VIC1,0,0.6,SATELLITE,"2023/08/01 00:50:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",NSW1,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",NSW1,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",QLD1,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",QLD1,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",QLDC,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",QLDC,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",QLDN,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",QLDN,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",QLDS,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",QLDS,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",SA1,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",SA1,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",TAS1,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",TAS1,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",TASN,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",TASN,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",TASS,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",TASS,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",VIC1,0,1,MEASUREMENT,"2023/08/01 01:19:15"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:00:00",VIC1,0,0.6,SATELLITE,"2023/08/01 01:20:23"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:30:00",NSW1,0,1,MEASUREMENT,"2023/08/01 01:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:30:00",NSW1,0,0.6,SATELLITE,"2023/08/01 01:50:24"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:30:00",QLD1,0,1,MEASUREMENT,"2023/08/01 01:49:16"
D,ROOFTOP,ACTUAL,2,"2023/08/01 01:30:00",QLD1,0,0.6,SATELLITE,"2023/08/01 01:50:24"
