C,SETP.WORLD,DVD_ROOFTOP_PV_ACTUAL,AEMO,PUBLIC,2024/10/08,10:18:22,001728346702850,MONTHLY_ARCHIVE,001728346702850
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,LASTCHANGED,TYPE,QI
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",NSW1,0,"2024/09/01 00:49:18",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",QLD1,0,"2024/09/01 00:49:18",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",QLDC,0,"2024/09/01 00:49:18",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",QLDN,0,"2024/09/01 00:49:18",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",QLDS,0,"2024/09/01 00:49:19",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",SA1,0,"2024/09/01 00:49:19",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",TAS1,0,"2024/09/01 00:49:19",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",TASN,0,"2024/09/01 00:49:19",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",TASS,0,"2024/09/01 00:49:19",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",VIC1,0,"2024/09/01 00:49:19",MEASUREMENT,1
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",NSW1,0,"2024/09/01 00:50:28",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",QLD1,0,"2024/09/01 00:50:28",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",QLDC,0,"2024/09/01 00:50:29",SATELLITE,0.6
D,ROOFTOP,ACTUAL,2,"2024/09/01 00:30:00",QLDN,0,"2024/09/01 00:50:29",SATELLITE,0.6
